Company Name,Stock Volatility today as a percent of company average stock today,StockURL
Columbus McKinnon Corporation,4.170064065230051,https://www.nasdaq.com/symbol/cmco
"Seven Stars Cloud Group, Inc.",4.16666666666667,https://www.nasdaq.com/symbol/ssc
"Acorda Therapeutics, Inc.",4.156597390043497,https://www.nasdaq.com/symbol/acor
"CAS Medical Systems, Inc.",4.1467304625199475,https://www.nasdaq.com/symbol/casm
"Colony Bankcorp, Inc.",4.146730462519939,https://www.nasdaq.com/symbol/cban
"Supernus Pharmaceuticals, Inc.",4.138886483678242,https://www.nasdaq.com/symbol/supn
uniQure N.V.,4.132171909869706,https://www.nasdaq.com/symbol/qure
Zosano Pharma Corporation,4.131227217496961,https://www.nasdaq.com/symbol/zsan
Virtusa Corporation,4.126764734919531,https://www.nasdaq.com/symbol/vrtu
"FuelCell Energy, Inc.",4.12371134020619,https://www.nasdaq.com/symbol/fcel
"Aquinox Pharmaceuticals, Inc.",4.1204659134632236,https://www.nasdaq.com/symbol/aqxp
Perion Network Ltd,4.115226337448564,https://www.nasdaq.com/symbol/peri
"Intercept Pharmaceuticals, Inc.",4.11456232351755,https://www.nasdaq.com/symbol/icpt
"Sykes Enterprises, Incorporated",4.114088159031984,https://www.nasdaq.com/symbol/syke
"21Vianet Group, Inc.",4.111245465538088,https://www.nasdaq.com/symbol/vnet
"Gilead Sciences, Inc.",4.1081081081081,https://www.nasdaq.com/symbol/gild
"Athenex, Inc.",4.103802051901024,https://www.nasdaq.com/symbol/atnx
"Inovalon Holdings, Inc.",4.101326899879362,https://www.nasdaq.com/symbol/inov
"Hortonworks, Inc.",4.1002277904328155,https://www.nasdaq.com/symbol/hdp
Integrated Media Technology Limited,4.09533400469956,https://www.nasdaq.com/symbol/imte
"Smart Sand, Inc.",4.094525231650656,https://www.nasdaq.com/symbol/snd
Aehr Test Systems,4.093033649280278,https://www.nasdaq.com/symbol/aehr
Ovid Therapeutics Inc.,4.086687306501549,https://www.nasdaq.com/symbol/ovid
"Hudson Global, Inc.",4.081632653061228,https://www.nasdaq.com/symbol/hson
Black Box Corporation,4.081632653061227,https://www.nasdaq.com/symbol/bbox
Good Times Restaurants Inc.,4.081632653061222,https://www.nasdaq.com/symbol/gtim
"Hawaiian Holdings, Inc.",4.081632653061217,https://www.nasdaq.com/symbol/ha
China Finance Online Co. Limited,4.076928617733908,https://www.nasdaq.com/symbol/jrjc
Intra-Cellular Therapies Inc.,4.074322811730468,https://www.nasdaq.com/symbol/itci
"Diversified Restaurant Holdings, Inc.",4.073635658598315,https://www.nasdaq.com/symbol/sauc
"Interpace Diagnostics Group, Inc.",4.067402672864617,https://www.nasdaq.com/symbol/idxg
"Revance Therapeutics, Inc.",4.052863436123343,https://www.nasdaq.com/symbol/rvnc
Nabriva Therapeutics plc,4.044943820224713,https://www.nasdaq.com/symbol/nbrv
"Fuwei Films (Holdings) Co., Ltd.",4.044605099719469,https://www.nasdaq.com/symbol/ffhl
PowerShares DWA Healthcare Momentum Portfolio,4.0395960061645555,https://www.nasdaq.com/symbol/pth
Regulus Therapeutics Inc.,4.038851233317034,https://www.nasdaq.com/symbol/rgls
New Age Beverages Corporation,4.034582132564846,https://www.nasdaq.com/symbol/nbev
Presbia PLC,4.033069419535437,https://www.nasdaq.com/symbol/lens
"Spark Therapeutics, Inc.",4.030368356921916,https://www.nasdaq.com/symbol/once
Aradigm Corporation,4.026845637583897,https://www.nasdaq.com/symbol/ardm
"Limelight Networks, Inc.",4.025527736867944,https://www.nasdaq.com/symbol/llnw
"Energy Recovery, Inc.",4.0253018976423185,https://www.nasdaq.com/symbol/erii
Baozun Inc.,4.0238845499923475,https://www.nasdaq.com/symbol/bzun
"Tarena International, Inc.",4.019838162359695,https://www.nasdaq.com/symbol/tedu
Sapiens International Corporation N.V.,4.016913319238909,https://www.nasdaq.com/symbol/spns
"Forterra, Inc.",4.014167650531284,https://www.nasdaq.com/symbol/frta
American Outdoor Brands Corporation,4.012841091492777,https://www.nasdaq.com/symbol/aobc
"Greenlight Reinsurance, Ltd.",4.00000000000001,https://www.nasdaq.com/symbol/glre
"CarGurus, Inc.",3.9964211154190377,https://www.nasdaq.com/symbol/carg
"Greene County Bancorp, Inc.",3.9930483922343942,https://www.nasdaq.com/symbol/gcbc
Merus N.V.,3.9907696484321944,https://www.nasdaq.com/symbol/mrus
"Summit Financial Group, Inc.",3.9894617990214614,https://www.nasdaq.com/symbol/smmf
On Track Innovations Ltd,3.969615290370006,https://www.nasdaq.com/symbol/otiv
Big 5 Sporting Goods Corporation,3.969465648854953,https://www.nasdaq.com/symbol/bgfv
"Amicus Therapeutics, Inc.",3.9646233607807178,https://www.nasdaq.com/symbol/fold
"Akoustis Technologies, Inc.",3.9623370065642907,https://www.nasdaq.com/symbol/akts
Cytosorbents Corporation,3.9560439560439495,https://www.nasdaq.com/symbol/ctso
"Daktronics, Inc.",3.9457459926017195,https://www.nasdaq.com/symbol/dakt
"BJ&#39;s Restaurants, Inc.",3.9426523297490967,https://www.nasdaq.com/symbol/bjri
"Communications Systems, Inc.",3.940886699507382,https://www.nasdaq.com/symbol/jcs
Travelzoo,3.9325842696629176,https://www.nasdaq.com/symbol/tzoo
Emclaire Financial Corp,3.9312435264282763,https://www.nasdaq.com/symbol/emcf
Universal Display Corporation,3.9294710327455977,https://www.nasdaq.com/symbol/oled
"Hudson Technologies, Inc.",3.9261895223057492,https://www.nasdaq.com/symbol/hdsn
"Inter Parfums, Inc.",3.9251904871854073,https://www.nasdaq.com/symbol/ipar
"Trevena, Inc.",3.921568627450984,https://www.nasdaq.com/symbol/trvn
Modern Media Acquisition Corp.,3.921568627450984,https://www.nasdaq.com/symbol/mmdmr
Cherokee Inc.,3.9215686274509802,https://www.nasdaq.com/symbol/chke
"Weyco Group, Inc.",3.915378218770709,https://www.nasdaq.com/symbol/weys
argenx SE,3.9121589901413594,https://www.nasdaq.com/symbol/argx
"Baidu, Inc.",3.90625,https://www.nasdaq.com/symbol/bidu
"Frequency Electronics, Inc.",3.9061234155522007,https://www.nasdaq.com/symbol/feim
"Okta, Inc.",3.8997214484679703,https://www.nasdaq.com/symbol/okta
"Eagle Pharmaceuticals, Inc.",3.8985474523970853,https://www.nasdaq.com/symbol/egrx
"Qualys, Inc.",3.8915470494418005,https://www.nasdaq.com/symbol/qlys
"ReTo Eco-Solutions, Inc.",3.8825286212045853,https://www.nasdaq.com/symbol/reto
PowerShares S&P SmallCap Energy Portfolio,3.8735983690112232,https://www.nasdaq.com/symbol/psce
China TechFaith Wireless Communication Technology Limited,3.8734984064721827,https://www.nasdaq.com/symbol/cntf
"Pain Therapeutics, Inc.",3.8727661904524977,https://www.nasdaq.com/symbol/ptie
"Sarepta Therapeutics, Inc.",3.8726954372232,https://www.nasdaq.com/symbol/srpt
"Salem Media Group, Inc.",3.870967741935493,https://www.nasdaq.com/symbol/salm
"Oncobiologics, Inc.",3.8702983138780804,https://www.nasdaq.com/symbol/ons
NXT-ID Inc.,3.8668779714738477,https://www.nasdaq.com/symbol/nxtdw
Cellectis S.A.,3.8594755071746603,https://www.nasdaq.com/symbol/clls
"Sequential Brands Group, Inc.",3.854598682605522,https://www.nasdaq.com/symbol/sqbg
"AeroVironment, Inc.",3.854317004839126,https://www.nasdaq.com/symbol/avav
Zynga Inc.,3.850509626274064,https://www.nasdaq.com/symbol/znga
"PetIQ, Inc.",3.849037740564856,https://www.nasdaq.com/symbol/petq
Mountain Province Diamonds Inc.,3.84615384615385,https://www.nasdaq.com/symbol/mpvd
"Werner Enterprises, Inc.",3.84122919334187,https://www.nasdaq.com/symbol/wern
"Discovery, Inc.",3.839772457928413,https://www.nasdaq.com/symbol/disca
"Neurocrine Biosciences, Inc.",3.8377803655511173,https://www.nasdaq.com/symbol/nbix
Diodes Incorporated,3.8357721267225293,https://www.nasdaq.com/symbol/diod
Rosehill Resources Inc.,3.833443489755453,https://www.nasdaq.com/symbol/rose
"Portola Pharmaceuticals, Inc.",3.829524397776398,https://www.nasdaq.com/symbol/ptla
"Extreme Networks, Inc.",3.824521934758154,https://www.nasdaq.com/symbol/extr
"Surmodics, Inc.",3.824091778202677,https://www.nasdaq.com/symbol/srdx
ATA Inc.,3.8231318787410604,https://www.nasdaq.com/symbol/atai
"Himax Technologies, Inc.",3.820086260012318,https://www.nasdaq.com/symbol/himx
"Nova Lifestyle, Inc",3.814713896457769,https://www.nasdaq.com/symbol/nvfy
"SITO Mobile, Ltd.",3.811944091486656,https://www.nasdaq.com/symbol/sito
"YogaWorks, Inc.",3.808134416580733,https://www.nasdaq.com/symbol/yoga
Trinity Biotech plc,3.802653558470853,https://www.nasdaq.com/symbol/trib
"Aemetis, Inc",3.7974683544303827,https://www.nasdaq.com/symbol/amtx
"Liberty TripAdvisor Holdings, Inc.",3.785488958990523,https://www.nasdaq.com/symbol/ltrpa
"PCM, Inc.",3.7769826789564807,https://www.nasdaq.com/symbol/pcmi
"Payment Data Systems, Inc.",3.76717713279457,https://www.nasdaq.com/symbol/pyds
Ligand Pharmaceuticals Incorporated,3.765861645517813,https://www.nasdaq.com/symbol/lgnd
"Groupon, Inc.",3.7656903765690317,https://www.nasdaq.com/symbol/grpn
"SMART Global Holdings, Inc.",3.7589792370518604,https://www.nasdaq.com/symbol/sgh
Iridium Communications Inc,3.7583069975330554,https://www.nasdaq.com/symbol/irdm
"Alaska Communications Systems Group, Inc.",3.7552567671622286,https://www.nasdaq.com/symbol/alsk
"Crocs, Inc.",3.7548315847598,https://www.nasdaq.com/symbol/crox
"Seattle Genetics, Inc.",3.7482609051477196,https://www.nasdaq.com/symbol/sgen
MediWound Ltd.,3.7453183520599254,https://www.nasdaq.com/symbol/mdwd
PrimeEnergy Corporation,3.7453183520599254,https://www.nasdaq.com/symbol/pnrg
Reading International Inc,3.7408033307872226,https://www.nasdaq.com/symbol/rdib
"Kforce, Inc.",3.7390309042350287,https://www.nasdaq.com/symbol/kfrc
"Quality Systems, Inc.",3.7359404031345766,https://www.nasdaq.com/symbol/qsii
"Web.com Group, Inc.",3.717472118959108,https://www.nasdaq.com/symbol/web
"Appliance Recycling Centers of America, Inc.",3.7118590751808704,https://www.nasdaq.com/symbol/arci
Lumentum Holdings Inc.,3.705228489090161,https://www.nasdaq.com/symbol/lite
Career Education Corporation,3.704290011081215,https://www.nasdaq.com/symbol/ceco
"Landstar System, Inc.",3.704109589041091,https://www.nasdaq.com/symbol/lstr
DHX Media Ltd.,3.703703703703707,https://www.nasdaq.com/symbol/dhxm
"OraSure Technologies, Inc.",3.7015615962984416,https://www.nasdaq.com/symbol/osur
Navient Corporation,3.6941135853616442,https://www.nasdaq.com/symbol/navi
"Spring Bank Pharmaceuticals, Inc.",3.6924179960566454,https://www.nasdaq.com/symbol/sbph
CSP Inc.,3.6907814536130195,https://www.nasdaq.com/symbol/cspi
RISE Education Cayman Ltd,3.6886527039699897,https://www.nasdaq.com/symbol/redu
"Virtus Investment Partners, Inc.",3.685741998060136,https://www.nasdaq.com/symbol/vrts
"China Biologic Products Holdings, Inc.",3.6741870751944363,https://www.nasdaq.com/symbol/cbpo
"UFP Technologies, Inc.",3.672164431753058,https://www.nasdaq.com/symbol/ufpt
"Mammoth Energy Services, Inc.",3.6675983366282603,https://www.nasdaq.com/symbol/tusk
Sharps Compliance Corp.,3.6643905077411927,https://www.nasdaq.com/symbol/smed
"Discovery, Inc.",3.6582310197945405,https://www.nasdaq.com/symbol/disck
"Everspin Technologies, Inc.",3.6553524804177577,https://www.nasdaq.com/symbol/mram
Bed Bath & Beyond Inc.,3.6464088397790064,https://www.nasdaq.com/symbol/bbby
"HomeStreet, Inc.",3.642987249544627,https://www.nasdaq.com/symbol/hmst
"Image Sensing Systems, Inc.",3.636363636363645,https://www.nasdaq.com/symbol/isns
"Aldeyra Therapeutics, Inc.",3.636363636363645,https://www.nasdaq.com/symbol/aldx
"JAKKS Pacific, Inc.",3.636363636363624,https://www.nasdaq.com/symbol/jakk
General Finance Corporation,3.636363636363624,https://www.nasdaq.com/symbol/gfn
"ConforMIS, Inc.",3.636363636363624,https://www.nasdaq.com/symbol/cfms
Prothena Corporation plc,3.6309744349759185,https://www.nasdaq.com/symbol/prta
"AMAG Pharmaceuticals, Inc.",3.6290322580645102,https://www.nasdaq.com/symbol/amag
"Youngevity International, Inc.",3.6281816903389115,https://www.nasdaq.com/symbol/ygyi
ContraFect Corporation,3.6175710594315276,https://www.nasdaq.com/symbol/cfrx
"OptimumBank Holdings, Inc.",3.6166612876409694,https://www.nasdaq.com/symbol/ophc
Winmark Corporation,3.6136205698401582,https://www.nasdaq.com/symbol/wina
"Infrastructure and Energy Alternatives, Inc.",3.6055143160127243,https://www.nasdaq.com/symbol/iea
Yandex N.V.,3.6041189931350264,https://www.nasdaq.com/symbol/yndx
"Ossen Innovation Co., Ltd.",3.600654664484442,https://www.nasdaq.com/symbol/osn
"SI Financial Group, Inc.",3.5889070146818858,https://www.nasdaq.com/symbol/sifi
First Internet Bancorp,3.5739814152966405,https://www.nasdaq.com/symbol/inbk
CYREN Ltd.,3.5714285714285747,https://www.nasdaq.com/symbol/cyrn
"Kona Grill, Inc.",3.5714285714285747,https://www.nasdaq.com/symbol/kona
La Jolla Pharmaceutical Company,3.567843076685462,https://www.nasdaq.com/symbol/ljpc
"NN, Inc.",3.567181926278241,https://www.nasdaq.com/symbol/nnbr
"SAExploration Holdings, Inc.",3.5623409669211146,https://www.nasdaq.com/symbol/saex
"SolarEdge Technologies, Inc.",3.5614209527252987,https://www.nasdaq.com/symbol/sedg
Cerecor Inc.,3.558718861209973,https://www.nasdaq.com/symbol/cerc
"Arena Pharmaceuticals, Inc.",3.5577853878902133,https://www.nasdaq.com/symbol/arna
"National Vision Holdings, Inc.",3.557365919891365,https://www.nasdaq.com/symbol/eye
Bioblast Pharma Ltd.,3.555555555555559,https://www.nasdaq.com/symbol/orpn
Essendant Inc.,3.546869344914948,https://www.nasdaq.com/symbol/esnd
"Spark Energy, Inc.",3.5443037974683693,https://www.nasdaq.com/symbol/spke
"MediciNova, Inc.",3.5426731078905,https://www.nasdaq.com/symbol/mnov
"RLJ Entertainment, Inc.",3.5415366740538343,https://www.nasdaq.com/symbol/rlje
"MercadoLibre, Inc.",3.5389165165959113,https://www.nasdaq.com/symbol/meli
"Akebia Therapeutics, Inc.",3.538420913651957,https://www.nasdaq.com/symbol/akba
Century Aluminum Company,3.536345776031429,https://www.nasdaq.com/symbol/cenx
"HealthStream, Inc.",3.5313001605136507,https://www.nasdaq.com/symbol/hstm
NIC Inc.,3.531300160513637,https://www.nasdaq.com/symbol/egov
"Freightcar America, Inc.",3.524992776654143,https://www.nasdaq.com/symbol/rail
"Air Transport Services Group, Inc",3.524834058136871,https://www.nasdaq.com/symbol/atsg
"Theravance Biopharma, Inc.",3.5218562253987904,https://www.nasdaq.com/symbol/tbph
"LM Funding America, Inc.",3.518799678485298,https://www.nasdaq.com/symbol/lmfa
"John B. Sanfilippo & Son, Inc.",3.5169646114556885,https://www.nasdaq.com/symbol/jbss
"Aileron Therapeutics, Inc.",3.515263644773366,https://www.nasdaq.com/symbol/alrn
Shenandoah Telecommunications Co,3.5141329258976284,https://www.nasdaq.com/symbol/shen
"Cirrus Logic, Inc.",3.5135503200326816,https://www.nasdaq.com/symbol/crus
"MobileIron, Inc.",3.5087719298245488,https://www.nasdaq.com/symbol/mobl
QIWI plc,3.5087719298245488,https://www.nasdaq.com/symbol/qiwi
"Allied Motion Technologies, Inc.",3.5001535155050676,https://www.nasdaq.com/symbol/amot
"Southern Missouri Bancorp, Inc.",3.499184195020251,https://www.nasdaq.com/symbol/smbc
"ABIOMED, Inc.",3.4973764042903985,https://www.nasdaq.com/symbol/abmd
"Zscaler, Inc.",3.495414431562547,https://www.nasdaq.com/symbol/zs
"Freshpet, Inc.",3.493449781659392,https://www.nasdaq.com/symbol/frpt
"Airgain, Inc.",3.4900916888494518,https://www.nasdaq.com/symbol/airg
"CapStar Financial Holdings, Inc.",3.4898009338903955,https://www.nasdaq.com/symbol/cstr
Aspen Group Inc.,3.4886140175437417,https://www.nasdaq.com/symbol/aspu
"PetMed Express, Inc.",3.4863606121091015,https://www.nasdaq.com/symbol/pets
"Inovio Pharmaceuticals, Inc.",3.4858387799564303,https://www.nasdaq.com/symbol/ino
"Daseke, Inc.",3.475513428120064,https://www.nasdaq.com/symbol/dske
"OSI Systems, Inc.",3.470319634703195,https://www.nasdaq.com/symbol/osis
"Homology Medicines, Inc.",3.469337893965311,https://www.nasdaq.com/symbol/fixx
Celyad SA,3.466709865543497,https://www.nasdaq.com/symbol/cyad
Liberty Media Corporation,3.4654451304520912,https://www.nasdaq.com/symbol/batrk
NutriSystem Inc,3.462050599201077,https://www.nasdaq.com/symbol/ntri
"Ionis Pharmaceuticals, Inc.",3.4619509157186026,https://www.nasdaq.com/symbol/ions
"SORL Auto Parts, Inc.",3.461534272239106,https://www.nasdaq.com/symbol/sorl
Glu Mobile Inc.,3.460207612456751,https://www.nasdaq.com/symbol/gluu
Wright Medical Group N.V.,3.4593724859211563,https://www.nasdaq.com/symbol/wmgi
"FS Bancorp, Inc.",3.455613243680315,https://www.nasdaq.com/symbol/fsbw
Quest Resource Holding Corporation.,3.4506556245686624,https://www.nasdaq.com/symbol/qrhc
Atrion Corporation,3.4501758996312497,https://www.nasdaq.com/symbol/atri
"Zogenix, Inc.",3.4421364985163274,https://www.nasdaq.com/symbol/zgnx
"Collegium Pharmaceutical, Inc.",3.4371576665099677,https://www.nasdaq.com/symbol/coll
"Imprimis Pharmaceuticals, Inc.",3.4364261168384957,https://www.nasdaq.com/symbol/immy
"Asta Funding, Inc.",3.4364261168384878,https://www.nasdaq.com/symbol/asfi
"Ocular Therapeutix, Inc.",3.4353995519043994,https://www.nasdaq.com/symbol/ocul
Acceleron Pharma Inc.,3.4327518289251513,https://www.nasdaq.com/symbol/xlrn
"Amphastar Pharmaceuticals, Inc.",3.431372549019622,https://www.nasdaq.com/symbol/amph
"Virtu Financial, Inc.",3.428571428571419,https://www.nasdaq.com/symbol/virt
"GRAVITY Co., Ltd.",3.4273521370940765,https://www.nasdaq.com/symbol/grvy
Cerus Corporation,3.425799605881461,https://www.nasdaq.com/symbol/cers
8x8 Inc,3.4255599472990887,https://www.nasdaq.com/symbol/eght
"Pixelworks, Inc.",3.422982885085588,https://www.nasdaq.com/symbol/pxlw
"GWG Holdings, Inc",3.4216911877629914,https://www.nasdaq.com/symbol/gwgh
"Bankwell Financial Group, Inc.",3.411651110395888,https://www.nasdaq.com/symbol/bwfg
"Moneygram International, Inc.",3.4099332839140164,https://www.nasdaq.com/symbol/mgi
"Gaia, Inc.",3.40760157273918,https://www.nasdaq.com/symbol/gaia
EchoStar Corporation,3.399076793957192,https://www.nasdaq.com/symbol/sats
"Hawthorn Bancshares, Inc.",3.3975084937712348,https://www.nasdaq.com/symbol/hwbk
Applied DNA Sciences Inc,3.396495034066644,https://www.nasdaq.com/symbol/apdn
"Workday, Inc.",3.3957473817835613,https://www.nasdaq.com/symbol/wday
"KalVista Pharmaceuticals, Inc.",3.3898305084745903,https://www.nasdaq.com/symbol/kalv
Accuray Incorporated,3.3898305084745846,https://www.nasdaq.com/symbol/aray
"Sonoma Pharmaceuticals, Inc.",3.3898305084745797,https://www.nasdaq.com/symbol/snoaw
"Ballard Power Systems, Inc.",3.3898305084745792,https://www.nasdaq.com/symbol/bldp
"Valeritas Holdings, Inc.",3.3898305084745792,https://www.nasdaq.com/symbol/vlrx
Houghton Mifflin Harcourt Company,3.389830508474571,https://www.nasdaq.com/symbol/hmhc
Landmark Infrastructure Partners LP,3.389830508474571,https://www.nasdaq.com/symbol/lmrk
"Genocea Biosciences, Inc.",3.382663847780118,https://www.nasdaq.com/symbol/gnca
"Apptio, Inc.",3.3766038868462513,https://www.nasdaq.com/symbol/apti
"AmTrust Financial Services, Inc.",3.374908290535577,https://www.nasdaq.com/symbol/afsi
Tech Data Corporation,3.37085071130662,https://www.nasdaq.com/symbol/tecd
"Manhattan Bridge Capital, Inc",3.3670033670033668,https://www.nasdaq.com/symbol/loan
"Benefitfocus, Inc.",3.365032918800289,https://www.nasdaq.com/symbol/bnft
Lincoln Educational Services Corporation,3.362474781439139,https://www.nasdaq.com/symbol/linc
